name,price,url
Chocolate Caramelised Pecan Nuts,,https://www.chocolate.co.uk/products/chocolate-caramelised-pecan-nuts
Chocolate Celebration Hamper,55.00,https://www.chocolate.co.uk/products/celebration-hamper
Chocolate Celebration Hamper,55.00,https://www.chocolate.co.uk/products/celebration-hamper
Christmas Cracker,5.00,https://www.chocolate.co.uk/products/christmas-cracker-chocolate-bar
Christmas Cracker,5.00,https://www.chocolate.co.uk/products/christmas-cracker-chocolate-bar
Cinnamon Toast,5.00,https://www.chocolate.co.uk/products/cinnamon-toast-chocolate-bar
Cinnamon Toast,5.00,https://www.chocolate.co.uk/products/cinnamon-toast-chocolate-bar
Collection of 4 of our Best Selling Chocolate Malt Balls,30.00,https://www.chocolate.co.uk/products/collection-of-our-best-selling-chocolate-malt-balls
Collection of 4 of our Best Selling Chocolate Malt Balls,30.00,https://www.chocolate.co.uk/products/collection-of-our-best-selling-chocolate-malt-balls
Colombia 61%,5.00,https://www.chocolate.co.uk/products/colombian-dark-chocolate-bar
Colombia 61%,5.00,https://www.chocolate.co.uk/products/colombian-dark-chocolate-bar
Crunchy Biscuit,5.00,https://www.chocolate.co.uk/products/crunchy-biscuit-blonde-chocolate-bar
Crunchy Biscuit,5.00,https://www.chocolate.co.uk/products/crunchy-biscuit-blonde-chocolate-bar
Dark Chocolate Ginger,,https://www.chocolate.co.uk/products/dark-chocolate-ginger
Dark Chocolate Ginger,,https://www.chocolate.co.uk/products/dark-chocolate-ginger
Dark Chocolate Honeycomb - Bag,8.50,https://www.chocolate.co.uk/products/dark-chocolate-honeycomb
Dark Chocolate Honeycomb - Bag,8.50,https://www.chocolate.co.uk/products/dark-chocolate-honeycomb
Dark Chocolate Malt Balls,,https://www.chocolate.co.uk/products/dark-chocolate-malt-balls
Dark Chocolate Malt Balls,,https://www.chocolate.co.uk/products/dark-chocolate-malt-balls
Dark Chocolate Orange Peel,9.50,https://www.chocolate.co.uk/products/dark-chocolate-orange-peel
Dark Chocolate Orange Peel,9.50,https://www.chocolate.co.uk/products/dark-chocolate-orange-peel
Dark Chocolate Truffles,,https://www.chocolate.co.uk/products/dark-chocolate-truffles
Dark Chocolate Truffles,,https://www.chocolate.co.uk/products/dark-chocolate-truffles
Ecudorian 41%,,https://www.chocolate.co.uk/products/ecuadorian-41-milk-chocolate-bar
Ecudorian 41%,,https://www.chocolate.co.uk/products/ecuadorian-41-milk-chocolate-bar
Flat White Coffee,,https://www.chocolate.co.uk/products/flat-white-coffee
Flat White Coffee,,https://www.chocolate.co.uk/products/flat-white-coffee
Gift Voucher,,https://www.chocolate.co.uk/products/gift-voucher
Gift Voucher,,https://www.chocolate.co.uk/products/gift-voucher
Ginger Biscuit,5.00,https://www.chocolate.co.uk/products/ginger-biscuit-chocolate-bar
Ginger Biscuit,5.00,https://www.chocolate.co.uk/products/ginger-biscuit-chocolate-bar
Honeycomb Crunch,5.00,https://www.chocolate.co.uk/products/honeycomb-crunch
Honeycomb Crunch,5.00,https://www.chocolate.co.uk/products/honeycomb-crunch
Hot Chocolate Shaker,,https://www.chocolate.co.uk/products/hot-chocolate-shaker-new
Hot Chocolate Shaker,,https://www.chocolate.co.uk/products/hot-chocolate-shaker-new
Luxury Chocolate Hamper,85.00,https://www.chocolate.co.uk/products/luxury-chocolate-hamper
Luxury Chocolate Hamper,85.00,https://www.chocolate.co.uk/products/luxury-chocolate-hamper
Luxury Hot Chocolate Hamper,55.00,https://www.chocolate.co.uk/products/luxury-hot-chocolate-hamper
Luxury Hot Chocolate Hamper,55.00,https://www.chocolate.co.uk/products/luxury-hot-chocolate-hamper
Marc De Champagne Truffles,,https://www.chocolate.co.uk/products/marc-de-champagne-truffles
Marc De Champagne Truffles,,https://www.chocolate.co.uk/products/marc-de-champagne-truffles
Marmalade,5.00,https://www.chocolate.co.uk/products/marmalade-orange-chocolate-bar
Marmalade,5.00,https://www.chocolate.co.uk/products/marmalade-orange-chocolate-bar
Milk Chocolate Honeycomb - Bag,,https://www.chocolate.co.uk/products/milk-chocolate-honeycomb
Milk Chocolate Honeycomb - Bag,,https://www.chocolate.co.uk/products/milk-chocolate-honeycomb
Milk Chocolate Malt Balls,,https://www.chocolate.co.uk/products/milk-chocolate-malt-balls
Milk Chocolate Malt Balls,,https://www.chocolate.co.uk/products/milk-chocolate-malt-balls
Milk Chocolate Truffles,19.95,https://www.chocolate.co.uk/products/milk-chocolate-truffles
Milk Chocolate Truffles,19.95,https://www.chocolate.co.uk/products/milk-chocolate-truffles
Mint Creams,19.95,https://www.chocolate.co.uk/products/mint-creams
Mint Creams,19.95,https://www.chocolate.co.uk/products/mint-creams
Oat M!lk Hot Chocolate Flakes,9.95,https://www.chocolate.co.uk/products/oat-m-lk-hot-chocolate-flakes
Oat M!lk Hot Chocolate Flakes,9.95,https://www.chocolate.co.uk/products/oat-m-lk-hot-chocolate-flakes
Orange Dark Hot Chocolate Flakes,9.95,https://www.chocolate.co.uk/products/orange-dark-hot-chocolate-flakes
Orange Dark Hot Chocolate Flakes,9.95,https://www.chocolate.co.uk/products/orange-dark-hot-chocolate-flakes
Orange Malt Balls,9.00,https://www.chocolate.co.uk/products/orange-malt-balls
Orange Malt Balls,9.00,https://www.chocolate.co.uk/products/orange-malt-balls
Peppermint Malt Balls,,https://www.chocolate.co.uk/products/peppermint-malt-balls
Peppermint Malt Balls,,https://www.chocolate.co.uk/products/peppermint-malt-balls
Peppermint Swirl,5.00,https://www.chocolate.co.uk/products/peppermint-swirl-chocolate-bar
Peppermint Swirl,5.00,https://www.chocolate.co.uk/products/peppermint-swirl-chocolate-bar
Pistachio & Cranberry,5.00,https://www.chocolate.co.uk/products/pistachio-cranberry-chocolate-bar
Pistachio & Cranberry,5.00,https://www.chocolate.co.uk/products/pistachio-cranberry-chocolate-bar
Pretzel Caramel,5.00,https://www.chocolate.co.uk/products/pretzel-caramel-chocolate-bar
Pretzel Caramel,5.00,https://www.chocolate.co.uk/products/pretzel-caramel-chocolate-bar
Roasted Almonds,,https://www.chocolate.co.uk/products/cocoa-dusted-almonds
Roasted Almonds,,https://www.chocolate.co.uk/products/cocoa-dusted-almonds
Rose & Violet Creams,19.95,https://www.chocolate.co.uk/products/rose-violet-creams
Rose & Violet Creams,19.95,https://www.chocolate.co.uk/products/rose-violet-creams
Salt Caramel Malt Balls,,https://www.chocolate.co.uk/products/salt-caramel-malt-balls
Salt Caramel Malt Balls,,https://www.chocolate.co.uk/products/salt-caramel-malt-balls
Salt Caramelised Hazelnuts,,https://www.chocolate.co.uk/products/salt-caramelised-hazelnuts
Salt Caramelised Hazelnuts,,https://www.chocolate.co.uk/products/salt-caramelised-hazelnuts
Salted Caramel,,https://www.chocolate.co.uk/products/blonde-chocolate-sea-salt
Salted Caramel,,https://www.chocolate.co.uk/products/blonde-chocolate-sea-salt
Salted Caramel Florentines,,https://www.chocolate.co.uk/products/salted-caramel-florentines
Salted Caramel Florentines,,https://www.chocolate.co.uk/products/salted-caramel-florentines
Salted Caramels Blonde Chocolate,,https://www.chocolate.co.uk/products/salted-caramels-blonde-chocolate
Salted Caramels Blonde Chocolate,,https://www.chocolate.co.uk/products/salted-caramels-blonde-chocolate
Salted Caramels Dark Chocolate,,https://www.chocolate.co.uk/products/salt-caramels-dark-chocolate
Salted Caramels Dark Chocolate,,https://www.chocolate.co.uk/products/salt-caramels-dark-chocolate
Salted Caramels Milk Chocolate,19.95,https://www.chocolate.co.uk/products/salt-caramels-milk-chocolate
Salted Caramels Milk Chocolate,19.95,https://www.chocolate.co.uk/products/salt-caramels-milk-chocolate
Tea & Biscuit,5.00,https://www.chocolate.co.uk/products/tea-biscuit-chocolate-bar
Tea & Biscuit,5.00,https://www.chocolate.co.uk/products/tea-biscuit-chocolate-bar
Velvet White,5.00,https://www.chocolate.co.uk/products/velvet-white-chocolate-bar
Velvet White,5.00,https://www.chocolate.co.uk/products/velvet-white-chocolate-bar
